id,subset,priority,setup,memory_seed,memory_layer,user_query,must_call_retrieve,gold_behavior,must_include_signals,must_not,pass_rule,longmemeval_align,run_result,error_code,notes
BANK-B-0045,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,通勤：地铁十号线上班,Ego,不要扩展八卦，只答要点：我怎么通勤？,yes,检索后 grounded 回答，覆盖 seed 要点,地铁十号线上班,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0046,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,饮食忌口：海鲜过敏,Id,直接问：我饮食上有什么忌口或过敏吗？,yes,检索后 grounded 回答，覆盖 seed 要点,海鲜过敏,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0047,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,家乡：河南郑州,Id,根据记忆回答：我的家乡是哪里？,yes,检索后 grounded 回答，覆盖 seed 要点,河南郑州,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0048,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,学历：北邮人工智能本科,Id,你记得吗？我本科在哪里读什么？,yes,检索后 grounded 回答，覆盖 seed 要点,北邮人工智能本科,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0049,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,宠物：养一只橘猫叫年糕,Id,用一句话回答——我有没有养宠物？叫什么？,yes,检索后 grounded 回答，覆盖 seed 要点,养一只橘猫叫年糕,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0050,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,乐器：会弹吉他,Ego,不要扩展八卦，只答要点：我会什么乐器？,yes,检索后 grounded 回答，覆盖 seed 要点,会弹吉他,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0051,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,编程语言：日常主力 Python,Ego,直接问：我日常主力编程语言是？,yes,检索后 grounded 回答，覆盖 seed 要点,日常主力 Python,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0052,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,阅读：喜欢科幻小说,Ego,根据记忆回答：我最近喜欢看什么类型的书？,yes,检索后 grounded 回答，覆盖 seed 要点,喜欢科幻小说,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0053,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,电影：喜欢诺兰,Ego,你记得吗？我喜欢哪些风格/导演的电影？,yes,检索后 grounded 回答，覆盖 seed 要点,喜欢诺兰,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0054,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,游戏：周末打原神,Ego,用一句话回答——我最近还打游戏吗？打什么？,yes,检索后 grounded 回答，覆盖 seed 要点,周末打原神,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0055,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,价值观：更在意长期主义,Superego,不要扩展八卦，只答要点：我做选择时更看重什么？,yes,检索后 grounded 回答，覆盖 seed 要点,更在意长期主义,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0056,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,决策风格：重大决定要列利弊表,Superego,直接问：我重大决策时习惯怎么做？,yes,检索后 grounded 回答，覆盖 seed 要点,重大决定要列利弊表,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0057,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,社交边界：不喜欢突然被打电话,Superego,根据记忆回答：关于打电话，我有什么偏好？,yes,检索后 grounded 回答，覆盖 seed 要点,不喜欢突然被打电话,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0058,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,金钱观：倾向少负债,Superego,你记得吗？我对负债的态度是？,yes,检索后 grounded 回答，覆盖 seed 要点,倾向少负债,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0059,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,学习方式：先写再看文档,Ego,用一句话回答——我学新技术通常怎么开始？,yes,检索后 grounded 回答，覆盖 seed 要点,先写再看文档,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0060,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,会议习惯：偏好异步文档对齐,Ego,不要扩展八卦，只答要点：我更喜欢怎样对齐信息？,yes,检索后 grounded 回答，覆盖 seed 要点,偏好异步文档对齐,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0061,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,咖啡偏好：美式不加糖,Ego,直接问：我平时喜欢喝什么咖啡？,yes,检索后 grounded 回答，覆盖 seed 要点,美式不加糖,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0062,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,茶偏好：乌龙茶,Ego,根据记忆回答：我喜欢喝什么茶？,yes,检索后 grounded 回答，覆盖 seed 要点,乌龙茶,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0063,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,运动：每周跑步三次,Ego,你记得吗？我最近的运动习惯是什么？,yes,检索后 grounded 回答，覆盖 seed 要点,每周跑步三次,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0064,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,作息：习惯凌晨一点睡,Ego,用一句话回答——我一般几点睡？,yes,检索后 grounded 回答，覆盖 seed 要点,习惯凌晨一点睡,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0065,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,通勤：地铁十号线上班,Ego,不要扩展八卦，只答要点：我怎么通勤？,yes,检索后 grounded 回答，覆盖 seed 要点,地铁十号线上班,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0066,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,饮食忌口：海鲜过敏,Id,直接问：我饮食上有什么忌口或过敏吗？,yes,检索后 grounded 回答，覆盖 seed 要点,海鲜过敏,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0067,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,家乡：河南郑州,Id,根据记忆回答：我的家乡是哪里？,yes,检索后 grounded 回答，覆盖 seed 要点,河南郑州,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0068,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,学历：北邮人工智能本科,Id,你记得吗？我本科在哪里读什么？,yes,检索后 grounded 回答，覆盖 seed 要点,北邮人工智能本科,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0069,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,宠物：养一只橘猫叫年糕,Id,用一句话回答——我有没有养宠物？叫什么？,yes,检索后 grounded 回答，覆盖 seed 要点,养一只橘猫叫年糕,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0070,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,乐器：会弹吉他,Ego,不要扩展八卦，只答要点：我会什么乐器？,yes,检索后 grounded 回答，覆盖 seed 要点,会弹吉他,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0071,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,编程语言：日常主力 Python,Ego,直接问：我日常主力编程语言是？,yes,检索后 grounded 回答，覆盖 seed 要点,日常主力 Python,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0072,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,阅读：喜欢科幻小说,Ego,根据记忆回答：我最近喜欢看什么类型的书？,yes,检索后 grounded 回答，覆盖 seed 要点,喜欢科幻小说,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0073,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,电影：喜欢诺兰,Ego,你记得吗？我喜欢哪些风格/导演的电影？,yes,检索后 grounded 回答，覆盖 seed 要点,喜欢诺兰,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0074,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,游戏：周末打原神,Ego,用一句话回答——我最近还打游戏吗？打什么？,yes,检索后 grounded 回答，覆盖 seed 要点,周末打原神,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0075,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,价值观：更在意长期主义,Superego,不要扩展八卦，只答要点：我做选择时更看重什么？,yes,检索后 grounded 回答，覆盖 seed 要点,更在意长期主义,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0076,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,决策风格：重大决定要列利弊表,Superego,直接问：我重大决策时习惯怎么做？,yes,检索后 grounded 回答，覆盖 seed 要点,重大决定要列利弊表,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0077,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,社交边界：不喜欢突然被打电话,Superego,根据记忆回答：关于打电话，我有什么偏好？,yes,检索后 grounded 回答，覆盖 seed 要点,不喜欢突然被打电话,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0078,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,金钱观：倾向少负债,Superego,你记得吗？我对负债的态度是？,yes,检索后 grounded 回答，覆盖 seed 要点,倾向少负债,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0079,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,学习方式：先写再看文档,Ego,用一句话回答——我学新技术通常怎么开始？,yes,检索后 grounded 回答，覆盖 seed 要点,先写再看文档,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0080,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,会议习惯：偏好异步文档对齐,Ego,不要扩展八卦，只答要点：我更喜欢怎样对齐信息？,yes,检索后 grounded 回答，覆盖 seed 要点,偏好异步文档对齐,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0081,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,咖啡偏好：美式不加糖,Ego,直接问：我平时喜欢喝什么咖啡？,yes,检索后 grounded 回答，覆盖 seed 要点,美式不加糖,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0082,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,茶偏好：乌龙茶,Ego,根据记忆回答：我喜欢喝什么茶？,yes,检索后 grounded 回答，覆盖 seed 要点,乌龙茶,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0083,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,运动：每周跑步三次,Ego,你记得吗？我最近的运动习惯是什么？,yes,检索后 grounded 回答，覆盖 seed 要点,每周跑步三次,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0084,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,作息：习惯凌晨一点睡,Ego,用一句话回答——我一般几点睡？,yes,检索后 grounded 回答，覆盖 seed 要点,习惯凌晨一点睡,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0085,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,通勤：地铁十号线上班,Ego,不要扩展八卦，只答要点：我怎么通勤？,yes,检索后 grounded 回答，覆盖 seed 要点,地铁十号线上班,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0086,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,饮食忌口：海鲜过敏,Id,直接问：我饮食上有什么忌口或过敏吗？,yes,检索后 grounded 回答，覆盖 seed 要点,海鲜过敏,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0087,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,家乡：河南郑州,Id,根据记忆回答：我的家乡是哪里？,yes,检索后 grounded 回答，覆盖 seed 要点,河南郑州,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0088,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,学历：北邮人工智能本科,Id,你记得吗？我本科在哪里读什么？,yes,检索后 grounded 回答，覆盖 seed 要点,北邮人工智能本科,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0089,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,宠物：养一只橘猫叫年糕,Id,用一句话回答——我有没有养宠物？叫什么？,yes,检索后 grounded 回答，覆盖 seed 要点,养一只橘猫叫年糕,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0090,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,乐器：会弹吉他,Ego,不要扩展八卦，只答要点：我会什么乐器？,yes,检索后 grounded 回答，覆盖 seed 要点,会弹吉他,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0091,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,编程语言：日常主力 Python,Ego,直接问：我日常主力编程语言是？,yes,检索后 grounded 回答，覆盖 seed 要点,日常主力 Python,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0092,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,阅读：喜欢科幻小说,Ego,根据记忆回答：我最近喜欢看什么类型的书？,yes,检索后 grounded 回答，覆盖 seed 要点,喜欢科幻小说,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0093,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,电影：喜欢诺兰,Ego,你记得吗？我喜欢哪些风格/导演的电影？,yes,检索后 grounded 回答，覆盖 seed 要点,喜欢诺兰,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0094,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,游戏：周末打原神,Ego,用一句话回答——我最近还打游戏吗？打什么？,yes,检索后 grounded 回答，覆盖 seed 要点,周末打原神,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0095,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,价值观：更在意长期主义,Superego,不要扩展八卦，只答要点：我做选择时更看重什么？,yes,检索后 grounded 回答，覆盖 seed 要点,更在意长期主义,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0096,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,决策风格：重大决定要列利弊表,Superego,直接问：我重大决策时习惯怎么做？,yes,检索后 grounded 回答，覆盖 seed 要点,重大决定要列利弊表,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0097,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,社交边界：不喜欢突然被打电话,Superego,根据记忆回答：关于打电话，我有什么偏好？,yes,检索后 grounded 回答，覆盖 seed 要点,不喜欢突然被打电话,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0098,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,金钱观：倾向少负债,Superego,你记得吗？我对负债的态度是？,yes,检索后 grounded 回答，覆盖 seed 要点,倾向少负债,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0099,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,学习方式：先写再看文档,Ego,用一句话回答——我学新技术通常怎么开始？,yes,检索后 grounded 回答，覆盖 seed 要点,先写再看文档,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0100,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,会议习惯：偏好异步文档对齐,Ego,不要扩展八卦，只答要点：我更喜欢怎样对齐信息？,yes,检索后 grounded 回答，覆盖 seed 要点,偏好异步文档对齐,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0101,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,咖啡偏好：美式不加糖,Ego,直接问：我平时喜欢喝什么咖啡？,yes,检索后 grounded 回答，覆盖 seed 要点,美式不加糖,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0102,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,茶偏好：乌龙茶,Ego,根据记忆回答：我喜欢喝什么茶？,yes,检索后 grounded 回答，覆盖 seed 要点,乌龙茶,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0103,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,运动：每周跑步三次,Ego,你记得吗？我最近的运动习惯是什么？,yes,检索后 grounded 回答，覆盖 seed 要点,每周跑步三次,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0104,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,作息：习惯凌晨一点睡,Ego,用一句话回答——我一般几点睡？,yes,检索后 grounded 回答，覆盖 seed 要点,习惯凌晨一点睡,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0105,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,通勤：地铁十号线上班,Ego,不要扩展八卦，只答要点：我怎么通勤？,yes,检索后 grounded 回答，覆盖 seed 要点,地铁十号线上班,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0106,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,饮食忌口：海鲜过敏,Id,直接问：我饮食上有什么忌口或过敏吗？,yes,检索后 grounded 回答，覆盖 seed 要点,海鲜过敏,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0107,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,家乡：河南郑州,Id,根据记忆回答：我的家乡是哪里？,yes,检索后 grounded 回答，覆盖 seed 要点,河南郑州,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0108,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,学历：北邮人工智能本科,Id,你记得吗？我本科在哪里读什么？,yes,检索后 grounded 回答，覆盖 seed 要点,北邮人工智能本科,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0109,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,宠物：养一只橘猫叫年糕,Id,用一句话回答——我有没有养宠物？叫什么？,yes,检索后 grounded 回答，覆盖 seed 要点,养一只橘猫叫年糕,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0110,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,乐器：会弹吉他,Ego,不要扩展八卦，只答要点：我会什么乐器？,yes,检索后 grounded 回答，覆盖 seed 要点,会弹吉他,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0111,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,编程语言：日常主力 Python,Ego,直接问：我日常主力编程语言是？,yes,检索后 grounded 回答，覆盖 seed 要点,日常主力 Python,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0112,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,阅读：喜欢科幻小说,Ego,根据记忆回答：我最近喜欢看什么类型的书？,yes,检索后 grounded 回答，覆盖 seed 要点,喜欢科幻小说,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0113,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,电影：喜欢诺兰,Ego,你记得吗？我喜欢哪些风格/导演的电影？,yes,检索后 grounded 回答，覆盖 seed 要点,喜欢诺兰,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0114,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,游戏：周末打原神,Ego,用一句话回答——我最近还打游戏吗？打什么？,yes,检索后 grounded 回答，覆盖 seed 要点,周末打原神,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0115,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,价值观：更在意长期主义,Superego,不要扩展八卦，只答要点：我做选择时更看重什么？,yes,检索后 grounded 回答，覆盖 seed 要点,更在意长期主义,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0116,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,决策风格：重大决定要列利弊表,Superego,直接问：我重大决策时习惯怎么做？,yes,检索后 grounded 回答，覆盖 seed 要点,重大决定要列利弊表,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0117,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,社交边界：不喜欢突然被打电话,Superego,根据记忆回答：关于打电话，我有什么偏好？,yes,检索后 grounded 回答，覆盖 seed 要点,不喜欢突然被打电话,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0118,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,金钱观：倾向少负债,Superego,你记得吗？我对负债的态度是？,yes,检索后 grounded 回答，覆盖 seed 要点,倾向少负债,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0119,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,学习方式：先写再看文档,Ego,用一句话回答——我学新技术通常怎么开始？,yes,检索后 grounded 回答，覆盖 seed 要点,先写再看文档,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0120,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,会议习惯：偏好异步文档对齐,Ego,不要扩展八卦，只答要点：我更喜欢怎样对齐信息？,yes,检索后 grounded 回答，覆盖 seed 要点,偏好异步文档对齐,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0121,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,咖啡偏好：美式不加糖,Ego,直接问：我平时喜欢喝什么咖啡？,yes,检索后 grounded 回答，覆盖 seed 要点,美式不加糖,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0122,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,茶偏好：乌龙茶,Ego,根据记忆回答：我喜欢喝什么茶？,yes,检索后 grounded 回答，覆盖 seed 要点,乌龙茶,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0123,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,运动：每周跑步三次,Ego,你记得吗？我最近的运动习惯是什么？,yes,检索后 grounded 回答，覆盖 seed 要点,每周跑步三次,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0124,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,作息：习惯凌晨一点睡,Ego,用一句话回答——我一般几点睡？,yes,检索后 grounded 回答，覆盖 seed 要点,习惯凌晨一点睡,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0125,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,通勤：地铁十号线上班,Ego,不要扩展八卦，只答要点：我怎么通勤？,yes,检索后 grounded 回答，覆盖 seed 要点,地铁十号线上班,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0126,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,饮食忌口：海鲜过敏,Id,直接问：我饮食上有什么忌口或过敏吗？,yes,检索后 grounded 回答，覆盖 seed 要点,海鲜过敏,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0127,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,家乡：河南郑州,Id,根据记忆回答：我的家乡是哪里？,yes,检索后 grounded 回答，覆盖 seed 要点,河南郑州,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0128,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,学历：北邮人工智能本科,Id,你记得吗？我本科在哪里读什么？,yes,检索后 grounded 回答，覆盖 seed 要点,北邮人工智能本科,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0129,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,宠物：养一只橘猫叫年糕,Id,用一句话回答——我有没有养宠物？叫什么？,yes,检索后 grounded 回答，覆盖 seed 要点,养一只橘猫叫年糕,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0130,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,乐器：会弹吉他,Ego,不要扩展八卦，只答要点：我会什么乐器？,yes,检索后 grounded 回答，覆盖 seed 要点,会弹吉他,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0131,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,编程语言：日常主力 Python,Ego,直接问：我日常主力编程语言是？,yes,检索后 grounded 回答，覆盖 seed 要点,日常主力 Python,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0132,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,阅读：喜欢科幻小说,Ego,根据记忆回答：我最近喜欢看什么类型的书？,yes,检索后 grounded 回答，覆盖 seed 要点,喜欢科幻小说,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0133,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,电影：喜欢诺兰,Ego,你记得吗？我喜欢哪些风格/导演的电影？,yes,检索后 grounded 回答，覆盖 seed 要点,喜欢诺兰,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0134,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,游戏：周末打原神,Ego,用一句话回答——我最近还打游戏吗？打什么？,yes,检索后 grounded 回答，覆盖 seed 要点,周末打原神,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0135,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,价值观：更在意长期主义,Superego,不要扩展八卦，只答要点：我做选择时更看重什么？,yes,检索后 grounded 回答，覆盖 seed 要点,更在意长期主义,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0136,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,决策风格：重大决定要列利弊表,Superego,直接问：我重大决策时习惯怎么做？,yes,检索后 grounded 回答，覆盖 seed 要点,重大决定要列利弊表,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0137,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,社交边界：不喜欢突然被打电话,Superego,根据记忆回答：关于打电话，我有什么偏好？,yes,检索后 grounded 回答，覆盖 seed 要点,不喜欢突然被打电话,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0138,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,金钱观：倾向少负债,Superego,你记得吗？我对负债的态度是？,yes,检索后 grounded 回答，覆盖 seed 要点,倾向少负债,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0139,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,学习方式：先写再看文档,Ego,用一句话回答——我学新技术通常怎么开始？,yes,检索后 grounded 回答，覆盖 seed 要点,先写再看文档,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
